id,titles,artists,danceability,energy,acousticness,instrumentalness,tempo,dataset,cluster
6jQeIuMKlWXit4zEPZmYnd,Kalimba De Luna,Saragossa Band,0.7070000000000001,0.954,0.121,0.155,112.13,N,0
2cM4093hKmkWTF0Rc5OdJa,Fastlove - Live,George Michael,0.757,0.536,0.178,0.0,106.003,N,0
1IcAvxCKxSUPLPJWAk30QH,Sleepwalking,Chasing Lovely,0.643,0.8,0.00659,0.0,105.033,N,0
4LmEcvej56y0uT9ZDfm0Wi,Antlered-Man,Mike Watt,0.574,0.515,0.384,0.765,154.316,N,4
4QEbG5AvRrXlsW9ySU1zSj,Two Words and a Gesture,Vessels,0.1639999999999999,0.662,0.087,0.8740000000000001,68.605,N,12
6Xpg6OlCdN96XHmlHQ8eAr,Tom Sawyer,Montréal Guitare Trio,0.603,0.602,0.439,0.879,89.351,N,4
3eKKi9iujLO0OsgX4jAVSv,Nueva York,Rafo Raez y los Paranoias,0.636,0.4639999999999999,0.0011,0.3989999999999999,126.046,N,4
7K6KRwyvE0plDEzxrVmCon,Come Back - Buddha Remastered 2001,The Five Stairsteps,0.319,0.525,0.515,0.0,86.42,N,6
57rTHuBcGAsZrdC4HuABOh,Good Time (feat. Ted Poley),Danger Danger and  Ted Poley,0.569,0.947,0.000371,2.77e-06,127.963,N,7
4LfnyvriS3inBCafQEif4P,Valentine,Buru,0.376,0.402,0.627,0.00229,82.77600000000002,N,6
665i1k6bKXGA9gnqHYBwik,Psalm 91 (Instrumental Version),The Harrow Family,0.4320000000000001,0.262,0.79,0.923,161.776,N,9
4v99uW5N0NWAQZAL6h8x4c,Whiteout,Michael Wollny and  Eva Kruse and  Eric Schaefer,0.428,0.046,0.6659999999999999,0.0251,127.036,N,8
7wDDCQ0HldRfCqgABkOyGd,Ghost,Chris Goering & Friends,0.487,0.54,0.00755,0.0,135.495,N,1
5jhuREkAW330JYQfB3GRMr,Himalayan Reverie,Ron Clearfield,0.108,0.177,0.1939999999999999,0.885,90.408,N,11
0PL9FJc9OvHWinoFKxEbOl,Oh Urania (Take Me Away),Andrew Gold,0.283,0.439,0.569,0.0,164.291,N,8
4WCzFfHbduFygXrd6uuT0g,Thirty Days In The Hole,Julian Sas,0.653,0.613,0.247,2.59e-06,122.074,N,1
1cVa38LTKSxsNnh5jg8K7t,76 Hz Sine Wave,Bass Mekanik,0.0,0.3429999999999999,0.00147,0.816,0.0,N,11
1l7xRIpOQzOR30j31R8TJV,A Tale Of Two Cities,Mark Isham,0.114,0.0668,0.968,0.797,68.541,N,11
24pCjWo0jG7b4GHh5usFjl,"Vesper Voluntaries, Op. 14: V. Poco lento",Edward Elgar and  Benjamin Nicholas,0.157,0.00572,0.958,0.974,69.84,N,11
317OM3l6b7hKtbiTO6CqeI,How Ya Gonna Keep Your Mind On Dancing,Eddie Cantor,0.878,0.141,0.989,0.0,121.373,N,3
6bbSmK7sLycEzD9WGKhUcF,Pyragony (Bonus Track),Com Truise,0.6659999999999999,0.584,0.5760000000000001,0.0387,159.969,N,1
3bWIDap0tQl0VwTDH699vn,Candy And Roses,Sue Thompson,0.754,0.431,0.711,1.38e-06,127.622,N,3
6v57ZAkzlCSDZZ9dwzqnEt,White Christmas,Dolly Parton and  Kenny Rogers,0.211,0.0999,0.982,0.00375,80.589,N,6
4onp0u46rcQXiVU7qHI42A,Kapalaran,Kuh Ledesma,0.2289999999999999,0.355,0.413,0.0,81.707,N,6
5M4ePj2V6DsU92tk9xIgmk,"Dersu uzala (Acqua, fuoco, vento)",Rose Rovine E Amanti,0.522,0.957,0.186,0.0187,97.051,N,7
6O4lXBCw6LPDGblF4buaRl,Raindrops,Greenrose Faire,0.495,0.475,0.0674,0.0,120.921,N,7
0tRvIGiorPXOlHZuiNmpYK,Coup de foudre (feat. Shawn MacRae & Soké),Mocy and  Shawn MacRae & Soké,0.586,0.914,0.177,0.0,78.051,N,7
2XFPhsAN2vBo4yut5NmbmG,Represent to the End,DJ Screw & The Screwed Up Click,0.565,0.607,0.996,0.7859999999999999,88.611,N,2
0nCJpO9qUb9xzlMcmlSLiB,Sacrificio,Julio Jaramillo,0.833,0.385,0.906,0.0198,107.34,N,3
63jFW2WnUMJEBW5MytbEA8,Dziaku,Roman Yakub,0.5429999999999999,0.168,0.921,0.95,120.013,N,2
4Y9rPJuoTmAdeCz0bD2oiS,Smile Like You Mean It,On The Rocks,0.525,0.8109999999999999,0.1939999999999999,0.0,128.003,N,7
3segfytPHkultVq5pFRNU0,How Insensitive (Live),Illinois Jacquet,0.502,0.625,0.8220000000000001,0.741,117.093,N,2
1rBc5iIGVDUgDOJTjPXsGW,Il matrimonio per sussurro: Overture. Allegro con spirito,Domenico Cimarosa and  Czech Philharmonic Chamber Orchestra and  Michael Halasz,0.696,0.102,0.7440000000000001,0.129,132.292,N,3
3NgCzSW98SsqBdpYcnm4kv,I Have Questions,Camila Cabello,0.3929999999999999,0.555,0.405,0.0,167.99900000000005,N,10
3KQKjOtHuSwJ5gUxqV0f2X,Aquarela do Brasil,Clarice Assad,0.545,0.455,0.6609999999999999,3.12e-05,130.796,N,3
4pVt1Sqb0aFPX2sMTAhNz1,Symphony No. 11: III. Five measures before No. 48,Allan Pettersson and  Hannover Radio Philharmonic Orchestra and  Alun Francis,0.178,0.2269999999999999,0.962,0.878,76.689,N,11
55MxA342KrCedLEdifJw3i,Rock Coast Blues,Country Joe McDonald,0.517,0.5720000000000001,0.7859999999999999,0.0,187.797,N,8
35iJn7MQ9LZKhyobRLEADg,I'll Think Of You,Jody Sandhaus,0.46,0.0327,0.986,0.00232,80.797,N,6
0lVmHg2ve7lIvxVMsZIG7x,"Prelude and Fugue in E-Flat Minor, BWV 853",Johann Sebastian Bach and  Martin Stadtfeld,0.506,0.0162,0.995,0.924,72.541,N,2
4oaSzWQL3QOiAapXw3lDbs,I Dont Bite,Swarvy,0.867,0.7390000000000001,0.8809999999999999,0.936,96.098,N,4
0utbv9LM98IAwdQ2rCDLDK,Counter of the Cumulus,Myriad3,0.477,0.534,0.1,0.8859999999999999,109.99,N,12
4IBtUm54s84Z7Ot1c9Y9Np,Montgomery Dusk,Ian Ring,0.4629999999999999,0.00196,0.986,0.954,137.14600000000002,N,9
1NIQWyR5bIR9CuuQU8n7xY,Saturday And Sunday,Kaito,0.741,0.913,0.0414,0.905,125.994,N,4
5JsaUFZMuiQ8OfTmXR8uXa,Gas Station Jacket,Alex Arrowsmith,0.7490000000000001,0.653,0.247,0.0,149.95600000000005,N,1
260nHnT4uvFlikdWebnXwt,"Sonata No. 1 in G Major for Obbligato Harpsichord and Viola da Gamba, BWV 1027: I. Adagio",Johann Sebastian Bach and  Helen Callus and  Luc Beauséjour,0.209,0.0802,0.961,0.0965,85.374,N,6
6dpcQDNdI6oZzXix0D3bwk,I'm in Love,Zhala,0.7040000000000001,0.733,0.325,0.7559999999999999,129.97799999999998,N,4
3auxh4N6cJn0SHoKxKhz87,You On Me,Jason Meadows,0.505,0.877,0.0118,1.16e-05,154.079,N,10
48bebOy9TK9SAhYJAKbf8x,Twinkle Twinkle Little Star,Kidz Jamz,0.6509999999999999,0.419,0.81,0.4589999999999999,91.416,N,2
44gJt2DmeUj53ziVvhQS74,Swingset - Live,Davy Mooney,0.397,0.317,0.8959999999999999,0.873,92.332,N,2
3eiymMcHMtNeN0xKeP4WQM,"My Heart Will Go On - Love Theme from ""Titanic""",Céline Dion and  James Horner,0.157,0.119,0.8009999999999999,0.000998,67.005,N,6
5JJDmf99je1BLtf6Q9r4hJ,Wer bist Du,Nicole,0.66,0.794,0.5539999999999999,0.0,95.988,N,0
1nGAcma7VEh7jaN2kLTUlO,No Cruel Angel,Swans,0.514,0.385,0.637,0.301,109.85,N,3
52vzk04z4ZreGJVQ9PSN2Z,Belgium,Alex Farway and  Eminence,0.7440000000000001,0.613,0.00179,0.772,133.014,N,4
47yXb4BQeQtRM4T8hTUCY9,Girls Just Want to Have Fun (feat. Puffy AmiYumi),Cyndi Lauper and  Puffy AmiYumi,0.612,0.805,0.0212,1.36e-06,137.016,N,1
5O8vFZrEINAElAmwetozJl,Stay on My Mind,Kajmir Kwest,0.6409999999999999,0.711,0.452,2.28e-06,135.016,N,1
2EqTZX5SJueMK4Pgj5gECe,Star for Mummy,Alondra Bentley,0.625,0.0963,0.977,0.0103,98.282,N,3
2JSmFaZPQjVija75yyRoD5,Mulqueen's,Martin Hayes & Dennis Cahill,0.711,0.163,0.995,0.619,96.055,N,2
6fRyktC4wyqXn94igggQBV,Yearning,Leona Williams,0.412,0.381,0.5429999999999999,2.46e-06,103.576,N,6
1fLHaYPHPimI2SyNSFWOvS,Honeymoon,Chatham County Line,0.452,0.542,0.768,0.000304,153.349,N,8
5I5bydn2tHVrn51cgiLazx,Rêves d'enfants,Nâdiya,0.794,0.713,0.2739999999999999,0.000143,140.136,N,1
49pLZ1DKj57b3SRq5cvfa9,"3 Pieces: I. Elegy: Lento, molto tranquillo",Edgar Leslie Bainton and  BBC Philharmonic and  Paul Daniel,0.173,0.0212,0.965,0.847,122.235,N,9
711Aqly0JnSYZ1FkpPKtZC,Need To Know,Master P,0.632,0.816,0.132,0.0,83.73200000000001,N,0
1gvRx9OEfovb434QpQpyCh,"Climb To Safety (Live from Washington, DC 1/25/2012)",Widespread Panic,0.357,0.895,0.241,4.92e-06,108.918,N,7
30V5QOiYmafyTu8HNnPd46,Murder of Crows,The Filthy Spectacula,0.434,0.569,0.176,0.0419,114.777,N,7
6PcsYnslniZbGVTZH34HQU,Untitled,Propeller and  Mark Spybey of Zoviet France & Dead Voices on Air,0.118,0.486,0.96,0.884,79.497,N,11
4gFPqVg2MRvQGkSo7PhkOd,Death Row,Mike Zito,0.7140000000000001,0.596,0.511,0.00718,141.496,N,1
5wPVV7BxgTl3P5tlsMcaO0,She Changes Her Mind,Copeland,0.346,0.7,0.00511,0.0,139.97799999999998,N,10
6gSBJkXJqMLznpXDIXj9kL,In Cage,Songs To Your Eyes,0.391,0.902,0.000582,0.944,156.079,N,5
0ZAbeGwV6BSpYW1hzlnKxH,He'll Carry You,Mississippi Mass Choir,0.46,0.654,0.216,0.0,140.029,N,10
5hTXKAJvSG40CNDgEXoD61,Blast Shots,Blastah Beatz and  Sutter Kain and  Donnie Darko,0.589,0.86,0.0455,3.8e-05,81.179,N,7
4V0qxxkHm6h5mmkVaU9dak,Birdburger,Phil Nimmons,0.425,0.422,0.807,0.6,76.71300000000002,N,2
0W622QEV0EeTQsetXAdn8q,Jorj,Sam Webster,0.767,0.762,0.0945,0.957,112.317,N,4
7kXKb1Fl9XFuF96HPowFfU,Always There,Jeff Lorber,0.638,0.784,0.2739999999999999,0.8009999999999999,118.307,N,4
6OAdHNntApZ94yKCLWBlY6,Walzermasken: No. 14. Franzosisch,Leopold Godowsky and  Ilona Prunyi,0.391,0.161,0.992,0.952,103.86,N,2
6ivHt2RZymHZHE7Yt43BN9,Jerusalem,Josh Lopez,0.6759999999999999,0.846,0.0127,0.0024,98.988,N,0
5ZdkNYJB6kwb3nNWQnqhe2,Better Days,Edwin,0.516,0.7020000000000001,0.0139,0.0,93.018,N,7
6ErGx4mYcGCdKbBYOz3hSg,Bock To Bock,Neal Smith,0.574,0.179,0.914,0.89,60.42100000000001,N,2
44lw9r5pVk6k8jWrON54X3,Dispositio I: the Hunt,Sire,0.259,0.65,0.00195,0.875,94.979,N,12
5wO4jJ9ygbeirebpLLK5im,Purple Audacity #2,Royal Trux,0.327,0.8270000000000001,0.0053,0.0381,94.518,N,7
2z7YZdTr6osT0gEpg6OiLx,Run to Your Grave,The Mae Shi,0.74,0.6829999999999999,0.0758,1.27e-05,113.293,N,0
6JsUyDXz9YUfR6B0qW7dyP,Ninety-Seven,Alkaline Trio,0.3829999999999999,0.852,0.175,0.662,101.037,N,12
0F9n4faVHAhJ6lzXg5y4Lc,"Intro: O.Y.G. Files, Vol. 2",Yun-Gun,0.6659999999999999,0.638,0.0662,0.0,153.401,N,1
5F29ztbLHnrlorO9q7Vhl8,Slo Funk,Bob Mintzer Big Band,0.794,0.325,0.421,0.239,123.055,N,3
6WYxdVN4H6BguG3BnagY0t,Again (For the First Time),Flock of Dimes,0.413,0.21,0.8740000000000001,0.000239,144.15200000000004,N,8
5sO5wE7VLZSDiwaM1wTsVy,Il trovatore: Timor di me? - D'amor sull'ali rosee,Giuseppe Verdi and  Salvadore Cammarano and  Kiri Te Kanawa and  Sir John Pritchard and  London Philharmonic Orchestra,0.138,0.0202,0.949,1.26e-05,79.51,N,6
4NvFTYh1NYlNFkWRkrhAXU,Opportunity,Honor By August,0.4589999999999999,0.737,0.0255,1.84e-06,107.041,N,7
2bxLO5E7NC8mDeozhnxPzv,F4,Retic,0.649,0.7879999999999999,0.332,0.904,100.018,N,4
3NfRM8DE6q9YOx2y5DkMEz,Give It All Your Heart,Viktoria Tolstoy,0.731,0.48,0.693,0.0,147.864,N,3
5SONpTakYiwwWkJrusqWtk,Twelve Times Table,David Marcelle,0.812,0.42,0.4270000000000001,0.0,85.06299999999997,N,0
33MmsaDiuHLqnZJAXvi20A,"Old American Songs (Set 1): The Boatmen's Dance (Minstrel Song, 1843)",Aaron Copland,0.359,0.228,0.992,0.00205,75.642,N,6
065Kfgszt4P217ahW5JkXc,Modir min,Sabrina Napoleone,0.625,0.298,0.617,0.684,121.783,N,2
5IBeZtTNZgiHBTdCzdRUqT,A Trip to Town,Nicholas Krgovich,0.485,0.129,0.872,0.0627,136.167,N,8
5qfgufvUgOQ6iRdm7f9Ncx,Parallel Universe,Thomasina Levy and  David Darling,0.528,0.324,0.885,0.838,119.963,N,2
1LyvfS4dRNyvKSWUAOfaxw,"Martírio dos insetos, W213 (Arr. R. Averbach for Violin & Piano): II. O vagalume na claridade",Heitor Villa-Lobos and  Francesca Anderegg and  Erika Ribeiro,0.317,0.0884,0.95,0.0164,93.671,N,6
7ptgPzbPa4zfKdpU4UWPYm,Come Seven,Bobby Day,0.534,0.369,0.823,0.0,84.245,N,3
5H2Im6uAXnHde9K5ZBCUmH,Shake That Booty (Electrik Disco Remix),K-Syran and  Electrik Disco,0.6890000000000001,0.8740000000000001,0.000106,0.0947,127.987,N,1
4LcHG2iVq771UVm9nEw9BE,"Scottish Fantasy, Op. 46: Introduction: Grave; Adagio cantabile",Max Bruch and  Jascha Heifetz and  Sir Malcolm Sargent,0.175,0.185,0.885,0.584,106.249,N,11
6ATM1dSSqBSddYQa0FRuPo,"Cello Suite No. 1 in G Major, BWV 1007: V. Menuet I-II",Johann Sebastian Bach and  Karine Georgian,0.29,0.0345,0.95,0.813,99.867,N,11
6t9JEHAJP0FpJ3E00fyR2e,Long Days with My Thoughts,Junebug,0.557,0.4479999999999999,0.342,0.8190000000000001,138.172,N,4
1aHdcGFKkoUuYXt4NK6HJV,Nothing To Loose,MC Eiht,0.6709999999999999,0.831,0.0292,0.0,120.077,N,1
7py7Omc5cMmNFE0GIO1ki2,Heat,Bossfight,0.5529999999999999,0.948,0.000363,0.0248,174.128,N,10
56CaRGarJmQOEJgJqmfUhN,Riot,Fishbone,0.19,0.977,0.00149,4.36e-06,187.483,N,10
1AuDI37YHlL9ihXMq0i8q9,Rocking Chair,The Alternate Routes,0.387,0.884,0.00231,1.99e-06,134.028,N,10
7tDxLnZTFkFRv8DwlBL0WU,Throwing Darts,Dag Nasty,0.2289999999999999,0.914,2.34e-05,0.179,172.082,N,10
6igjs30W6soMs6LEzHOfLa,Should I Pray,Eddi Reader,0.478,0.275,0.853,0.0105,68.566,N,6
0VqQJq0h8mbDRcKZc9cHsT,Common Ground,Tommy Igoe and the Birdland Big Band,0.469,0.411,0.524,0.89,118.281,N,2
7zsOi9546So2qoL131WmDc,He Was Too Good for Me / Since You Stayed Here,Bette Midler,0.331,0.071,0.944,9.53e-06,147.528,N,8
5r3mGsCYtoZ9Ftao1QBypj,Bo -II- Ne,Burial Hex,0.182,0.883,0.216,0.8540000000000001,135.072,N,12
5ZbnDPn5cA5MknLmwZG6Oy,Nancy,Robert Mosci and  Bob Devos,0.444,0.131,0.979,0.000161,168.908,N,8
7AR2oPG2Ur1seeaItOniRv,Heavenly,Johnny Mathis,0.22,0.272,0.852,0.0,143.882,N,8
7oSOgQSdduQdL9HUKyiaMA,It's All In The Game,Barry Manilow,0.564,0.428,0.391,0.0,112.518,N,3
0v47ZlgoPEcSwrOIkxKJPm,Monstercat Podcast Ep. 085,Monstercat Call of the Wild,0.415,0.833,0.00513,0.0016,125.94,N,7
6d4vjh6tfIpT0adDl7VY8m,I Miss You - Psalm 42,Theresa Griffith,0.361,0.238,0.8809999999999999,9.97e-05,113.183,N,6
3Xq2Eg5EU5lLURjOcmzG69,Crazy Conversation,Dropkick,0.395,0.7170000000000001,0.0034799999999999,0.0,135.635,N,10
4EOOOttCQyo32Dqt1CIxVQ,"Francesca da Rimini, Op. 32: III. Andante cantabile non troppo —",Pyotr Ilyich Tchaikovsky and  Detroit Symphony Orchestra and  Neeme Järvi,0.0938,0.0441,0.925,0.792,175.93,N,9
2oxTYLdST61StNRNPimh0h,Hegemony5,Supreme Lord,0.2289999999999999,0.967,0.000814,0.815,184.916,N,5
3k2svDCz2RZijRXngQACiK,Handholder,The Great Tyrant,0.0865,0.366,0.185,0.88,165.17,N,5
4x8n12QDjIuluG4wb0blSg,Brand New Life,The Call Up,0.401,0.906,0.00375,0.0,135.38299999999998,N,10
7yJKugS6ZngFXYgDS7OilO,I'm Over 137% A Love Junkie And Still It's Not Enough Pt. 2,Sumac and  Keiji Haino,0.216,0.613,0.00977,0.665,141.72299999999996,N,5
3pFd3vLxXa72WBduRwUyty,Girl,SYML,0.377,0.34,0.71,0.00117,109.999,N,6
4YuUwmMbTS79ef4P3Fgkbp,Street Walker,Fillmore Slim,0.565,0.615,0.742,3.2500000000000004e-05,152.343,N,8
3wJeOkFiR1OrGKJuq4nrB0,La Rabia,Reincidentes,0.5820000000000001,0.8690000000000001,0.00968,6.27e-06,117.565,N,7
4nAXcpLh6hO3lwIB4BlLJY,A DECADE IN THE RAIN,coldrain,0.35,0.949,2.44e-05,0.0,173.002,N,10
6RoW6U63JOgtLKuOXB62H6,Kung Fu Kitty,Marianne Nowottny,0.75,0.5329999999999999,0.00964,0.132,113.963,N,0
730C2a376mX42ZwaRxa1lU,In The Traffic,Messy Marv and  Marvaless,0.503,0.79,0.236,0.0,89.95100000000002,N,7
22sfUgqzYlgZy9ngBn8pnp,Help I'm Alive (Danger Denial Anger Acceptance Mix),Metric,0.66,0.722,0.301,0.6459999999999999,118.013,N,4
7k6RkcOUqyqjMdHYTuVNwW,Not Me,Stranger Spirits,0.667,0.599,0.532,9.56e-06,105.041,N,0
7waC6wjDBETlNwPYNSm8zE,Delicious Days,Woody Russell,0.568,0.564,0.303,8.240000000000001e-05,140.002,N,1
1yK6n6x3kTZCaLEmOfMoOI,Survivalist,The Prison Music Project,0.451,0.8170000000000001,0.144,0.0,85.214,N,7
3dR2LOTRDTdvupZfJZjnVU,It Had to Be You,"David ""Fathead"" Newman",0.519,0.3,0.81,0.511,96.077,N,2
26cCLEfM3cdif8txkkEKV9,In Accordance,Diverse,0.528,0.6679999999999999,0.184,0.0,87.929,N,7
6kXGe7mPLgsCVj5UZRor3E,Walk On,Shemekia Copeland,0.767,0.606,0.0769,0.00158,101.806,N,0
580FqxOLxUpXwTIvWkOzDD,Feels Right At Home,Rayburn Anthony,0.657,0.249,0.5660000000000001,5.09e-05,122.845,N,3
0Mv9eF8opnwZ8Ap1GlyKky,Do You Wanna Know?,Alkaline Trio,0.355,0.957,0.0003799999999999,1.93e-06,184.019,N,10
5S2HGfRYSckP9Aq4532p6a,Bahiuno,Belchior,0.569,0.357,0.222,2.4e-06,91.093,N,0
5KUCZvrlTukY2kU2UizsZk,Student Edward,Celtic Nots,0.6779999999999999,0.593,0.487,0.0889,116.133,N,0
6G03syr7GSWqLPMIsFWePC,Say It Isn't So,Aretha Franklin,0.203,0.249,0.835,2.94e-06,180.52,N,8
0NmLw08IMY0HEv2Jmot8tE,City of Angels,10 and 000 Maniacs,0.434,0.3879999999999999,0.00412,6.39e-05,159.94899999999996,N,10
1lYZU93gkiMVCJmEcf523a,"Mass No. 6 in G Major, Hob.XXII:6, ""Missa Sancti Nicolai"", ""Nikolaimesse"": Credo: Et resurrexit",Franz Joseph Haydn and  Ann Hoyt and  Luthien Brackett and  Stephen Sands and  Richard Lippold and  Trinity Church Choir and  New York and  Rebel Baroque Orchestra and  Owen Burdick,0.406,0.335,0.994,0.713,128.636,N,9
6Ni0I16JKIFjyBtAlR64Rl,Esp Ion Age,Portal,0.077,0.981,2.67e-06,0.937,178.351,N,5
2HzUoMZWwEnILVZmwn4KFs,The Tuxen Shuffle - Live,Ibrahim Electric and  Jeppe Tuxen and  Stefan Pasborg and  Niclas Knudsen,0.48,0.86,0.157,0.903,155.379,N,5
4zQtwPhFEMzOZi15jilHbA,Goldberg,Tony McManus,0.327,0.344,0.921,0.944,145.122,N,9
65EpBGkkeeKvbvGthn6sBz,(quarantine),Code Orange,0.7859999999999999,0.265,0.6679999999999999,0.0,123.215,N,3
2j7DSXl8VBSuPUSaeXYO5l,Give A Little,Daniel Moore,0.471,0.3429999999999999,0.774,0.000557,165.459,N,8
6R59RlDkgbkKroD2C23Tj1,Hark! the Herald Angel Sing,"Billy Porter and  The Broadway Cast Of ""Kinky Boots""",0.534,0.906,0.0115,0.0,122.002,N,7
6nRzlh11FfA4DqDWODHdxg,What Am I Gonna Do (I'm so in Love with You) - Alternate Mix,Rod Stewart,0.677,0.647,0.278,1.82e-05,125.29,N,1
700Mh4H3aiEwGhMO8Y7182,Father's Table Grace,Lester Flatt & The Nashville Grass,0.505,0.284,0.6659999999999999,0.268,92.112,N,3
0emBv8C2VFadXIemOHNrt7,Synthetic Song,Slav De Hren,0.604,0.665,0.00253,0.0114,129.394,N,1
0t0G5h5cY5BgJaXEJlOmkT,I Lay Awake,Swamp Dogg,0.622,0.387,0.918,0.0162,70.056,N,3
6CNGIjMPIL9Wn85A07ijpd,Not all Heroes wear Capes,Ishdub and  Shock and  Hector Lopez,0.644,0.58,0.00149,0.95,124.01,N,4
3FPvamrR5gGCaFEzRDj1zd,Remmy,Boc Scadet,0.7559999999999999,0.6609999999999999,0.0067,0.91,108.022,N,4
577VksZarar4uof4phACIb,Cello Concerto en forme de pas de trois: I. Introduzione,Bernd Alois Zimmermann and  Siegfried Palm and  Saarbrücken Radio Symphony Orchestra and  Hans Zender,0.273,0.258,0.851,0.289,131.505,N,8
4tvp1AyrwfjLdhKRO3nIpP,"Keyboard Sonata in D Minor, Illy No. 56: I. Andantino",Baldassare Galuppi and  Matteo Napoli,0.38,0.0192,0.995,0.895,134.64600000000002,N,9
3BPFn87Um1TD6MeGmwqu88,Fatally Beautiful,T Bone Burnett,0.46,0.797,0.208,0.321,154.049,N,10
4CB4xC0UmifIvmQD9pMARa,Paradigm,Pristina,0.605,0.5920000000000001,0.0207,0.106,139.966,N,1
4xfV1zeasPougss8w2Kp5A,Innuendo and Out the Other,Cave In,0.272,0.8809999999999999,0.011,0.207,138.805,N,10
6bcMJ2MZlgMvSLNLB6Fpdv,"A Midsummer Night's Dream: March of the Fairies, Op. 61, No. 2",Felix Mendelssohn and  Claus Peter Flor,0.312,0.0242,0.962,0.271,159.586,N,8
1qpAUacl9nn0mth5oVkDkP,Just Ask,Greater Vision,0.4479999999999999,0.423,0.568,0.0,95.519,N,3
5tcH525f5bjtJyWfZ9nX9i,Top Dog Gaffo,Sharon Shannon,0.504,0.555,0.517,0.0005009999999999,168.12599999999995,N,8
5tcq4lbhxAgi96PE0q2oE3,Entre Dos Mares,Rasha,0.693,0.7609999999999999,0.536,1.71e-06,177.28799999999995,N,1
226jmAxLwB6D3XydMxDfHW,The Village Of St Bernadette,Andy Williams,0.235,0.198,0.912,1.63e-06,87.256,N,6
05d0KSb21oRzoUvhrgc50K,Santa Claus Wants Some Lovin',David Gogo,0.765,0.64,0.318,0.0,102.017,N,0
3FDM3Zl2wjw1RZ9ZVQPyZL,Road Trip,Matteo Parente,0.261,0.772,0.17,0.0044,83.411,N,7
0vQIvuwChVSOW0hGvorAO9,Too Many Rules and Regulations,Sugar Ray & The Bluetones,0.462,0.314,0.805,0.00527,157.585,N,8
3fQFrP18XSiJ1p9rBAh4nZ,Little Drops of Water,Terry Grosvenor,0.674,0.207,0.873,0.0,112.573,N,3
3pcGHvOto9h5hXbr6Mu12G,Pyramid,Jan Hammer,0.521,0.575,0.00848,0.638,82.447,N,12
4mEILaBM7bKZqKAun5tABu,When We Were Young,Lost Kings and  Norma Jean Martine,0.547,0.789,0.0087099999999999,0.0,129.916,N,1
2ZKm7CrfFz5xsMu0fqhQJa,Provocadora,Yaga & Mackie and  O.G Black and  Guayo,0.8420000000000001,0.706,0.158,0.00584,98.009,N,0
4AfXprASUTsUdLGBS4QPtk,When I Cry,Tracy Johnson,0.5760000000000001,0.5820000000000001,0.428,0.00257,139.964,N,1
27LD19ewYQHTepyNLFhHmv,Horn Of Plenty,The Ribeye Brothers,0.401,0.878,7.219999999999999e-05,0.0,131.874,N,10
378mZWPjzE7FajPimJvK2V,Hosianna - Mantra,Popol Vuh,0.31,0.312,0.976,0.496,132.411,N,9
3we5iNnIpilw7wsZTp18kw,"String Quartet No. 12 in F Major, Op. 96, B. 179, ""American"" (arr. P. Binkley, M. Flinner, D. Rath and A. Roszkiewicz): II. Lento",Antonín Dvořák and  Paul Binkley and  Dana Rath and  Matt Flinner and  Adam Roszkiewicz and  Modern Mandolin Quartet,0.525,0.11,0.962,0.8290000000000001,81.66,N,2
3UgOvGTn8p5lY8mxFLYp0Y,Feuillet d'album,David Popper and  János Starker and  Shigeo Neriki,0.151,0.0561,0.993,0.919,93.984,N,11
4sNhbVbKGvbOra1xPrePms,Chaos Ascension,Left Cross,0.1989999999999999,0.988,2.18e-06,0.923,129.127,N,12
41GSL9lAosGHYXxpfDcOGW,I Believe,Elvis Presley,0.278,0.134,0.901,0.000122,97.93,N,6
4dPiyVoxGrC3JaX1LVnXBH,Elmer's Tune - 2002 Remastered,Glenn Miller,0.534,0.135,0.973,0.000392,107.588,N,3
2FIpETWj9LRDvTOfMqs7hz,Dissolve - acoustic,Absofacto,0.593,0.211,0.7959999999999999,0.0,165.644,N,8
4ZtyXLNsV7VWD7WgMQMoko,Ya No (with Kalimba),Ha*Ash and  Kalimba,0.628,0.912,0.0901,0.0,92.055,N,7
5ED5ciftterYX24bwncSwD,Hark The Herald Angels Sing,Natalie MacMaster and  Donnell Leahy,0.151,0.369,0.8809999999999999,0.6659999999999999,87.272,N,11
5l279XELSPuZb04YpOjvQO,Girls That Glitter Love The Dark,Hannah Fury,0.528,0.522,0.816,0.451,125.906,N,2
1BxOSJ0AGD5qLayPXUcxNF,Poor People Must Work - Carl Craig Remix,Rhythm & Sound and  Bobbo Shanti,0.546,0.418,0.0814,0.922,119.961,N,4
5EzqHfwQCSioAf2jc2toyQ,Speak Softly,Whiteheart,0.5710000000000001,0.294,0.816,0.000205,129.993,N,3
24Ynv5OHC7Fbj03Bs3zcEV,Guardians of the Oath,Rocka Rollas,0.266,0.867,0.0008349999999999,0.4479999999999999,179.963,N,5
2OvllbyuALdgdrCPel6mF4,Airwall Maze,Alex Arrowsmith,0.613,0.484,0.594,0.000459,99.984,N,3
253M8uBw3zHgAdUccLt4lR,The Best Is Yet To Come,Carole King,0.674,0.4920000000000001,0.0142,0.000136,118.74,N,1
5yepoDXnc7HOTEgNUbYePt,Enigma Game,Mattia Turzo,0.523,0.649,0.0435,0.807,90.009,N,12
